306351,89,1003_MSA.fa.ufboot.ale.uml_rec,0,0.14,0,0.09,0.51,,Loss,224
306354,89,1007_MSA.fa.ufboot.ale.uml_rec,0,0,0.05,0,1,,Dup,6
306357,89,1011_MSA.fa.ufboot.ale.uml_rec,0,0.18,0.68,0,0.55,,Transfers,108
306359,89,1013_MSA.fa.ufboot.ale.uml_rec,0,0.12,0.51,0.02,0.16,,,
306362,89,1018_MSA.fa.ufboot.ale.uml_rec,0.06,0.07,0.03,0.38,0.73,,,
306363,89,1019_MSA.fa.ufboot.ale.uml_rec,1.14,0.14,0.04,0.41,2.01,,,
306367,89,1023_MSA.fa.ufboot.ale.uml_rec,0.06,0.01,0.03,0,1.19,,,
306368,89,1024_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.06,0.01,0.86,,,
306369,89,1025_MSA.fa.ufboot.ale.uml_rec,0,0.04,0.07,0.01,0.83,,,
306372,89,1028_MSA.fa.ufboot.ale.uml_rec,0.02,0.17,0.39,0,0.54,,,
306378,89,1033_MSA.fa.ufboot.ale.uml_rec,0.29,1.08,0.06,0,2.47,,,
306379,89,1034_MSA.fa.ufboot.ale.uml_rec,0,0.02,0,0,1,,,
306380,89,1035_MSA.fa.ufboot.ale.uml_rec,0,0.02,0,0.06,0.98,,,
306383,89,1038_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.06,0.01,0.69,,,
306384,89,1039_MSA.fa.ufboot.ale.uml_rec,0,0.13,0.01,0.01,0.72,,,
306393,89,1049_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.3,0.02,0.62,,,
306396,89,1052_MSA.fa.ufboot.ale.uml_rec,0.06,0.01,0.14,0.04,0.56,,,
306406,89,1063_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
306408,89,1065_MSA.fa.ufboot.ale.uml_rec,0,0.06,0,0.31,0.5,,,
306410,89,1067_MSA.fa.ufboot.ale.uml_rec,0,0.04,0,0.63,0.87,,,
306415,89,1072_MSA.fa.ufboot.ale.uml_rec,0,0.17,0.19,0,0.77,,,
306418,89,1078_MSA.fa.ufboot.ale.uml_rec,0,0.61,0.01,0.03,1.04,,,
306419,89,1079_MSA.fa.ufboot.ale.uml_rec,0.01,0.3,0.05,0,0.99,,,
306420,89,1080_MSA.fa.ufboot.ale.uml_rec,0,0.13,0,0.12,0.7,,,
306421,89,1081_MSA.fa.ufboot.ale.uml_rec,0,0.11,0.14,0.01,0.57,,,
306422,89,1082_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
306423,89,1083_MSA.fa.ufboot.ale.uml_rec,0,0.11,0.02,0.02,2.08,,,
306426,89,1086_MSA.fa.ufboot.ale.uml_rec,0,0.16,0.24,0.03,0.83,,,
306432,89,1094_MSA.fa.ufboot.ale.uml_rec,0,0,1,0,0,,,
306437,89,10_MSA.fa.ufboot.ale.uml_rec,0,0,1.1,0,0.01,,,
306438,89,1100_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.64,0,0.02,,,
306440,89,1103_MSA.fa.ufboot.ale.uml_rec,0.23,0,2.33,0,1.23,,,
306441,89,1104_MSA.fa.ufboot.ale.uml_rec,0.02,0.09,0.05,0.02,0.62,,,
306443,89,1106_MSA.fa.ufboot.ale.uml_rec,0,0.14,0.12,0.01,1.43,,,
306444,89,1107_MSA.fa.ufboot.ale.uml_rec,0,0.79,0.02,0,0.96,,,
306446,89,1109_MSA.fa.ufboot.ale.uml_rec,0,0.16,0.02,0.03,1.14,,,
306448,89,1111_MSA.fa.ufboot.ale.uml_rec,0.22,0.1,0.08,0.03,1.2,,,
306450,89,1114_MSA.fa.ufboot.ale.uml_rec,0,0.57,0,0.08,0.92,,,
306454,89,1120_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.16,0.01,1,,,
306456,89,1122_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.01,0,0.99,,,
306457,89,1123_MSA.fa.ufboot.ale.uml_rec,0,0.11,0.59,0,0.44,,,
306459,89,1125_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.16,0,0.51,,,
306463,89,1129_MSA.fa.ufboot.ale.uml_rec,0,0.2,0.16,0,1.9,,,
306465,89,1130_MSA.fa.ufboot.ale.uml_rec,0,0.11,0.06,0,0.99,,,
306469,89,1134_MSA.fa.ufboot.ale.uml_rec,0,0.17,0.16,0,0.62,,,
306476,89,1142_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.01,0,1,,,
306478,89,1144_MSA.fa.ufboot.ale.uml_rec,0,0.55,0.02,0.01,0.94,,,
306479,89,1145_MSA.fa.ufboot.ale.uml_rec,0,0.16,0.04,0,0.97,,,
306483,89,114_MSA.fa.ufboot.ale.uml_rec,0,0.02,1.18,0.02,0.32,,,
306487,89,1154_MSA.fa.ufboot.ale.uml_rec,0.01,0.01,0.02,0.01,0.89,,,
306490,89,115_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.7,0,0.07,,,
306494,89,1165_MSA.fa.ufboot.ale.uml_rec,0.11,0.09,0.06,0,1.84,,,
306495,89,1166_MSA.fa.ufboot.ale.uml_rec,0.06,0.15,0.04,0.04,1.04,,,
306498,89,1170_MSA.fa.ufboot.ale.uml_rec,0,0.3,0.03,0.04,0.83,,,
306500,89,1172_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
306506,89,1179_MSA.fa.ufboot.ale.uml_rec,0,0,0.83,0,0.02,,,
306508,89,1180_MSA.fa.ufboot.ale.uml_rec,0,0.28,0.01,0.2,0.81,,,
306509,89,1181_MSA.fa.ufboot.ale.uml_rec,0,0.33,0.02,0.15,0.67,,,
306510,89,1182_MSA.fa.ufboot.ale.uml_rec,0,0.21,0,0.34,0.92,,,
306514,89,1186_MSA.fa.ufboot.ale.uml_rec,0,0,0.74,0,0.08,,,
306515,89,1187_MSA.fa.ufboot.ale.uml_rec,0,0.09,0.3,0.02,0.57,,,
306523,89,1194_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
306524,89,1195_MSA.fa.ufboot.ale.uml_rec,0,0.03,0,0,1.04,,,
306525,89,1196_MSA.fa.ufboot.ale.uml_rec,0.3,0.39,0.77,0.03,1.9,,,
306526,89,1197_MSA.fa.ufboot.ale.uml_rec,0,0.73,0.14,0.1,1.07,,,
306528,89,1199_MSA.fa.ufboot.ale.uml_rec,0.04,0.11,0.06,0.03,1,,,
306531,89,1201_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
306532,89,1202_MSA.fa.ufboot.ale.uml_rec,0,0.03,0,0,0.9,,,
306539,89,1210_MSA.fa.ufboot.ale.uml_rec,0,0.26,0.45,0.05,1.27,,,
306548,89,121_MSA.fa.ufboot.ale.uml_rec,0,0,1,0,0,,,
306559,89,1233_MSA.fa.ufboot.ale.uml_rec,0.01,0.02,0.01,0,1.5,,,
306560,89,1234_MSA.fa.ufboot.ale.uml_rec,0,0.02,0,0,1.01,,,
306561,89,1235_MSA.fa.ufboot.ale.uml_rec,0,0.28,0,0.11,0.54,,,
306566,89,123_MSA.fa.ufboot.ale.uml_rec,0,0,1,0,0,,,
306570,89,1244_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.02,0.02,0.94,,,
306573,89,1247_MSA.fa.ufboot.ale.uml_rec,0,0.36,0,0.01,0.64,,,
306584,89,1264_MSA.fa.ufboot.ale.uml_rec,0,0.32,0.02,0,0.65,,,
306590,89,1271_MSA.fa.ufboot.ale.uml_rec,0,0.06,0,0,0.96,,,
306591,89,1272_MSA.fa.ufboot.ale.uml_rec,0,0.58,0.12,0.02,0.86,,,
306594,89,1275_MSA.fa.ufboot.ale.uml_rec,0,0,0.68,0,0.02,,,
306595,89,1278_MSA.fa.ufboot.ale.uml_rec,0.04,0.4,0.02,0.19,0.73,,,
306596,89,127_MSA.fa.ufboot.ale.uml_rec,0,0.19,0.46,0,0.69,,,
306598,89,1281_MSA.fa.ufboot.ale.uml_rec,0,0,0.69,0,0.04,,,
306602,89,1285_MSA.fa.ufboot.ale.uml_rec,0.01,0.5,0.2,0,1.2,,,
306605,89,1289_MSA.fa.ufboot.ale.uml_rec,0,0.12,0.03,0.02,0.7,,,
306606,89,1290_MSA.fa.ufboot.ale.uml_rec,0,0.04,0.04,0.03,0.92,,,
306610,89,1295_MSA.fa.ufboot.ale.uml_rec,0,0.45,0.05,0,0.93,,,
306611,89,1296_MSA.fa.ufboot.ale.uml_rec,0.02,0.28,0.13,0.05,0.98,,,
306612,89,1297_MSA.fa.ufboot.ale.uml_rec,0,0.59,0.01,0.01,1.97,,,
306618,89,1301_MSA.fa.ufboot.ale.uml_rec,0.01,0.1,0.02,0.03,0.9,,,
306620,89,1303_MSA.fa.ufboot.ale.uml_rec,0,0.23,0,0.03,0.94,,,
