Node,Gene,Gene_family,Duplications,Transfers,Losses,Originations,Copies,,,
318916,90,611_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.04,0.03,0.52,,,
318935,90,601_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.04,0.01,0.69,,,
319188,90,6416_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.04,0.1,0.54,,,
319193,90,6417_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.04,0.06,0.61,,,
319890,90,7055_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.04,0.1,0.77,,,
320775,90,755_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.04,0.03,0.52,,,
320898,90,96_MSA.fa.ufboot.ale.uml_rec,0,0.3,0.04,0.04,0.68,,,
320899,90,843_MSA.fa.ufboot.ale.uml_rec,0,0.21,0.04,0,1.02,,,
313651,90,1011_MSA.fa.ufboot.ale.uml_rec,0,0.43,0.03,0.02,1.05,,,
313653,90,1013_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.03,0,0.53,,,
313740,90,1109_MSA.fa.ufboot.ale.uml_rec,0,0.37,0.03,0.04,0.97,,,
313890,90,127_MSA.fa.ufboot.ale.uml_rec,0,0.32,0.03,0.07,0.96,,,
314038,90,1427_MSA.fa.ufboot.ale.uml_rec,0,0.17,0.03,0,0.91,,,
314126,90,1537_MSA.fa.ufboot.ale.uml_rec,0,0.36,0.03,0.04,0.82,,,
314140,90,1555_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.03,0.01,1,,,
314159,90,1573_MSA.fa.ufboot.ale.uml_rec,0,0.27,0.03,0.02,1.07,,,
314164,90,1579_MSA.fa.ufboot.ale.uml_rec,0,0.57,0.03,0,1.46,,,
314221,90,1634_MSA.fa.ufboot.ale.uml_rec,0,0.49,0.03,0.04,0.8,,,
314304,90,1723_MSA.fa.ufboot.ale.uml_rec,0,0.25,0.03,0.01,0.64,,,
314355,90,1773_MSA.fa.ufboot.ale.uml_rec,0,0.16,0.03,0.02,0.57,,,
314363,90,1781_MSA.fa.ufboot.ale.uml_rec,0,0.31,0.03,0,0.64,,,
314445,90,1866_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.03,0,1.14,,,
314479,90,189_MSA.fa.ufboot.ale.uml_rec,0,0.14,0.03,0.68,1.07,,,
314482,90,1902_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.03,0,0.52,,,
314529,90,194_MSA.fa.ufboot.ale.uml_rec,0,0.36,0.03,0,0.69,,,
314544,90,1968_MSA.fa.ufboot.ale.uml_rec,0,0.36,0.03,0,0.57,,,
314618,90,2038_MSA.fa.ufboot.ale.uml_rec,0,0.13,0.03,0,0.77,,,
314694,90,2107_MSA.fa.ufboot.ale.uml_rec,0,0.28,0.03,0.03,0.91,,,
314710,90,2122_MSA.fa.ufboot.ale.uml_rec,0,0.22,0.03,0,0.86,,,
314742,90,2154_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.03,0.47,0.94,,,
314770,90,2180_MSA.fa.ufboot.ale.uml_rec,0,0.53,0.03,0.07,0.9,,,
314790,90,2199_MSA.fa.ufboot.ale.uml_rec,0,0.28,0.03,0,0.78,,,
314839,90,2246_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.03,0,1.01,,,
314858,90,2263_MSA.fa.ufboot.ale.uml_rec,0,0.42,0.03,0.06,0.99,,,
314883,90,2286_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.03,0,1,,,
314904,90,2305_MSA.fa.ufboot.ale.uml_rec,0,0.93,0.03,0,1.38,,,
314910,90,2311_MSA.fa.ufboot.ale.uml_rec,0,0.18,0.03,0,1,,,
314925,90,2340_MSA.fa.ufboot.ale.uml_rec,0,0,0.03,0.88,1,,,
314952,90,2365_MSA.fa.ufboot.ale.uml_rec,0,0.17,0.03,0,0.96,,,
314956,90,2369_MSA.fa.ufboot.ale.uml_rec,0,0.38,0.03,0.06,0.76,,,
314980,90,2391_MSA.fa.ufboot.ale.uml_rec,0,0.04,0.03,0,0.99,,,
315012,90,2420_MSA.fa.ufboot.ale.uml_rec,0,0.42,0.03,0.02,1.06,,,
315046,90,2451_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.03,0.01,1,,,
315069,90,2473_MSA.fa.ufboot.ale.uml_rec,0,0.15,0.03,0,0.8,,,
315129,90,2530_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.03,0,1,,,
315146,90,2546_MSA.fa.ufboot.ale.uml_rec,0,0.12,0.03,0.26,1.1,,,
315147,90,2547_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.03,0,0.87,,,
315149,90,2549_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.03,0.03,0.5,,,
315159,90,2559_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.03,0.05,0.6,,,
315161,90,2561_MSA.fa.ufboot.ale.uml_rec,0,0.4,0.03,0.18,0.74,,,
315182,90,2583_MSA.fa.ufboot.ale.uml_rec,0,0.33,0.03,0,1.05,,,
315194,90,2595_MSA.fa.ufboot.ale.uml_rec,0,0.3,0.03,0,0.96,,,
315245,90,2643_MSA.fa.ufboot.ale.uml_rec,0,0.23,0.03,0,0.66,,,
315254,90,2653_MSA.fa.ufboot.ale.uml_rec,0,0.15,0.03,0.01,0.98,,,
315274,90,2672_MSA.fa.ufboot.ale.uml_rec,0,0.14,0.03,0.01,1.04,,,
315276,90,2674_MSA.fa.ufboot.ale.uml_rec,0,0.09,0.03,0.02,0.92,,,
315277,90,2675_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.03,0.02,0.79,,,
315295,90,2693_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.03,0.01,0.89,,,
315424,90,2817_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.03,0.02,0.58,,,
315490,90,2888_MSA.fa.ufboot.ale.uml_rec,0,0.38,0.03,0.04,1.09,,,
315507,90,2903_MSA.fa.ufboot.ale.uml_rec,0,0.3,0.03,0.09,0.66,,,
315591,90,2987_MSA.fa.ufboot.ale.uml_rec,0,0.27,0.03,0.04,0.5,,,
315593,90,2989_MSA.fa.ufboot.ale.uml_rec,0,0.22,0.03,0.01,0.85,,,
315613,90,3007_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.03,0.06,0.5,,,
315625,90,3019_MSA.fa.ufboot.ale.uml_rec,0,0.14,0.03,0,0.57,,,
315663,90,3055_MSA.fa.ufboot.ale.uml_rec,0,0.41,0.03,0.03,0.6,,,
315700,90,3090_MSA.fa.ufboot.ale.uml_rec,0,0,0.03,0,0.97,,,
315743,90,3120_MSA.fa.ufboot.ale.uml_rec,0,0.43,0.03,0.13,0.69,,,
315778,90,3139_MSA.fa.ufboot.ale.uml_rec,0,0.1,0.03,0,0.9,,,
315780,90,3177_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.03,0,0.71,,,
315804,90,3213_MSA.fa.ufboot.ale.uml_rec,0,0.25,0.03,0.03,0.64,,,
315817,90,3160_MSA.fa.ufboot.ale.uml_rec,0,0.12,0.03,0.03,0.83,,,
315838,90,3211_MSA.fa.ufboot.ale.uml_rec,0,0.13,0.03,0.01,0.76,,,
315853,90,3250_MSA.fa.ufboot.ale.uml_rec,0,0.3,0.03,0,0.77,,,
315864,90,3239_MSA.fa.ufboot.ale.uml_rec,0,0.1,0.03,0.02,0.99,,,
315888,90,3282_MSA.fa.ufboot.ale.uml_rec,0,0.1,0.03,0,0.71,,,
315937,90,3259_MSA.fa.ufboot.ale.uml_rec,0,0.36,0.03,0.11,0.61,,,
315985,90,3399_MSA.fa.ufboot.ale.uml_rec,0,0.33,0.03,0.07,0.59,,,
316016,90,3421_MSA.fa.ufboot.ale.uml_rec,0,0.17,0.03,0.03,0.82,,,
316318,90,3703_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.03,0,0.94,,,
316361,90,3750_MSA.fa.ufboot.ale.uml_rec,0,0,0.03,0,0.92,,,
316656,90,4037_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.03,0.01,0.51,,,
316686,90,4027_MSA.fa.ufboot.ale.uml_rec,0,0.13,0.03,0.04,0.63,,,
316757,90,4064_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.03,0,0.79,,,
316987,90,4357_MSA.fa.ufboot.ale.uml_rec,0,0,0.03,0.01,0.59,,,
317147,90,4494_MSA.fa.ufboot.ale.uml_rec,0,0.14,0.03,0.02,0.7,,,
317165,90,4512_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.03,0.01,0.77,,,
317171,90,4531_MSA.fa.ufboot.ale.uml_rec,0,0.14,0.03,0,0.54,,,
317180,90,4509_MSA.fa.ufboot.ale.uml_rec,0,0,0.03,0,0.69,,,
317185,90,4511_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.03,0,0.94,,,
317189,90,4508_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.03,0,0.91,,,
317253,90,4614_MSA.fa.ufboot.ale.uml_rec,0,0.1,0.03,0.12,0.54,,,
317557,90,4861_MSA.fa.ufboot.ale.uml_rec,0,0.22,0.03,0.08,0.75,,,
317646,90,4977_MSA.fa.ufboot.ale.uml_rec,0,0.13,0.03,0.03,0.5,,,
317670,90,4987_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.03,0,0.84,,,
318052,90,5339_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.03,0.01,0.76,,,
318371,90,5647_MSA.fa.ufboot.ale.uml_rec,0,0,0.03,0,0.66,,,
319196,90,6414_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.03,0.06,0.71,,,
319349,90,618_MSA.fa.ufboot.ale.uml_rec,0,0.52,0.03,0.03,1.35,,,
319492,90,630_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.03,0,0.9,,,
319703,90,6882_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.03,0.05,0.66,,,
319906,90,7068_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.03,0.08,0.65,,,
319907,90,677_MSA.fa.ufboot.ale.uml_rec,0,0.28,0.03,0.09,0.75,,,
320343,90,708_MSA.fa.ufboot.ale.uml_rec,0,0.04,0.03,0.01,0.69,,,
320828,90,734_MSA.fa.ufboot.ale.uml_rec,0,0.3,0.03,0.08,0.51,,,
313662,90,1024_MSA.fa.ufboot.ale.uml_rec,0,0.46,0.02,0.11,0.84,,,
313709,90,1072_MSA.fa.ufboot.ale.uml_rec,0,0.3,0.02,0.03,0.79,,,
313833,90,1210_MSA.fa.ufboot.ale.uml_rec,0,0.21,0.02,0.01,1.41,,,
313904,90,1295_MSA.fa.ufboot.ale.uml_rec,0,0.17,0.02,0,0.53,,,
313914,90,1303_MSA.fa.ufboot.ale.uml_rec,0,0.11,0.02,0.04,0.68,,,
313925,90,1314_MSA.fa.ufboot.ale.uml_rec,0,0.09,0.02,0.03,0.83,,,
313957,90,1347_MSA.fa.ufboot.ale.uml_rec,0,0.53,0.02,0.12,0.88,,,
313976,90,1364_MSA.fa.ufboot.ale.uml_rec,0,0.09,0.02,0.3,0.68,,,
314077,90,1473_MSA.fa.ufboot.ale.uml_rec,0,0.1,0.02,0,0.99,,,
314128,90,1539_MSA.fa.ufboot.ale.uml_rec,0,0.31,0.02,0,1.17,,,
314150,90,1565_MSA.fa.ufboot.ale.uml_rec,0,0.18,0.02,0,0.73,,,
314199,90,1612_MSA.fa.ufboot.ale.uml_rec,0,0,0.02,0,0.96,,,
314218,90,1631_MSA.fa.ufboot.ale.uml_rec,0,0.95,0.02,0,0.98,,,
314269,90,1686_MSA.fa.ufboot.ale.uml_rec,0,0.31,0.02,0.02,0.66,,,
314271,90,1688_MSA.fa.ufboot.ale.uml_rec,0,0.38,0.02,0.01,1,,,
314295,90,1714_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.02,0,0.94,,,
314388,90,1805_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.02,0,1,,,
314414,90,1830_MSA.fa.ufboot.ale.uml_rec,0,0.36,0.02,0.05,0.77,,,
314444,90,1865_MSA.fa.ufboot.ale.uml_rec,0,0.23,0.02,0,0.97,,,
314488,90,1908_MSA.fa.ufboot.ale.uml_rec,0,0.33,0.02,0.02,0.51,,,
314530,90,1950_MSA.fa.ufboot.ale.uml_rec,0,0.82,0.02,0,1,,,
314547,90,1970_MSA.fa.ufboot.ale.uml_rec,0,0.15,0.02,0.01,0.82,,,
314569,90,1992_MSA.fa.ufboot.ale.uml_rec,0,0.45,0.02,0.02,0.76,,,
314579,90,2001_MSA.fa.ufboot.ale.uml_rec,0,0.19,0.02,0.01,1.08,,,
314611,90,2031_MSA.fa.ufboot.ale.uml_rec,0,0.33,0.02,0.01,0.93,,,
314612,90,2032_MSA.fa.ufboot.ale.uml_rec,0,0.4,0.02,0.04,0.94,,,
314614,90,2034_MSA.fa.ufboot.ale.uml_rec,0,0.69,0.02,0.06,1.19,,,
314637,90,2055_MSA.fa.ufboot.ale.uml_rec,0,0.14,0.02,0,0.72,,,
314648,90,2065_MSA.fa.ufboot.ale.uml_rec,0,0.19,0.02,0,0.99,,,
314649,90,2066_MSA.fa.ufboot.ale.uml_rec,0,0.28,0.02,0,0.9,,,
314651,90,2068_MSA.fa.ufboot.ale.uml_rec,0,0.26,0.02,0.01,0.96,,,
314669,90,2084_MSA.fa.ufboot.ale.uml_rec,0,0,0.02,0.89,1,,,
314713,90,2125_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.02,0,0.88,,,
314735,90,2147_MSA.fa.ufboot.ale.uml_rec,0,0.15,0.02,0,1.03,,,
314743,90,2155_MSA.fa.ufboot.ale.uml_rec,0,0.26,0.02,0.08,0.61,,,
314765,90,2176_MSA.fa.ufboot.ale.uml_rec,0,0.09,0.02,0.34,0.94,,,
314777,90,2187_MSA.fa.ufboot.ale.uml_rec,0,0.45,0.02,0.02,0.72,,,
314802,90,2210_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.02,0,1,,,
314806,90,2214_MSA.fa.ufboot.ale.uml_rec,0,0.18,0.02,0.06,1.02,,,
314808,90,2216_MSA.fa.ufboot.ale.uml_rec,0,0.92,0.02,0,0.98,,,
314817,90,2225_MSA.fa.ufboot.ale.uml_rec,0,0.1,0.02,0,1,,,
314853,90,2259_MSA.fa.ufboot.ale.uml_rec,0,0.22,0.02,0,1,,,
314855,90,2260_MSA.fa.ufboot.ale.uml_rec,0,0.75,0.02,0.01,0.87,,,
314905,90,2306_MSA.fa.ufboot.ale.uml_rec,0,0.1,0.02,0.06,0.91,,,
314926,90,2341_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.02,0.02,0.81,,,
314938,90,2352_MSA.fa.ufboot.ale.uml_rec,0,0.15,0.02,0.04,0.89,,,
314943,90,2357_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.02,0.02,1,,,
314957,90,2370_MSA.fa.ufboot.ale.uml_rec,0,0.12,0.02,0.03,0.97,,,
314961,90,2374_MSA.fa.ufboot.ale.uml_rec,0,0.21,0.02,0,0.93,,,
314973,90,2385_MSA.fa.ufboot.ale.uml_rec,0,0.09,0.02,0,0.99,,,
314977,90,2389_MSA.fa.ufboot.ale.uml_rec,0,0.15,0.02,0.03,0.81,,,
315006,90,2415_MSA.fa.ufboot.ale.uml_rec,0,0.4,0.02,0.02,0.51,,,
315009,90,2418_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.02,0,1,,,
315038,90,2444_MSA.fa.ufboot.ale.uml_rec,0,0.09,0.02,0.03,0.66,,,
315047,90,2452_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.02,0,0.66,,,
315060,90,2465_MSA.fa.ufboot.ale.uml_rec,0,0.17,0.02,0,0.99,,,
315070,90,2474_MSA.fa.ufboot.ale.uml_rec,0,0.11,0.02,0,1,,,
315082,90,2485_MSA.fa.ufboot.ale.uml_rec,0,0.26,0.02,0,0.76,,,
315105,90,2508_MSA.fa.ufboot.ale.uml_rec,0,0.13,0.02,0.01,0.82,,,
315121,90,2523_MSA.fa.ufboot.ale.uml_rec,0,0.09,0.02,0.02,0.97,,,
315134,90,2535_MSA.fa.ufboot.ale.uml_rec,0,0.66,0.02,0.02,0.8,,,
315197,90,2598_MSA.fa.ufboot.ale.uml_rec,0,0.98,0.02,0,0.99,,,
315205,90,2606_MSA.fa.ufboot.ale.uml_rec,0,0.15,0.02,0.03,0.81,,,
315217,90,2617_MSA.fa.ufboot.ale.uml_rec,0,1.15,0.02,0.07,1.67,,,
315224,90,2623_MSA.fa.ufboot.ale.uml_rec,0,0,0.02,0,0.9,,,
315228,90,2627_MSA.fa.ufboot.ale.uml_rec,0,0.44,0.02,0,0.91,,,
315253,90,2652_MSA.fa.ufboot.ale.uml_rec,0,0.24,0.02,0,0.96,,,
315256,90,2655_MSA.fa.ufboot.ale.uml_rec,0,0.33,0.02,0,0.99,,,
315273,90,2671_MSA.fa.ufboot.ale.uml_rec,0,0.13,0.02,0,1,,,
315297,90,2695_MSA.fa.ufboot.ale.uml_rec,0,0.09,0.02,0.02,0.91,,,
315311,90,2708_MSA.fa.ufboot.ale.uml_rec,0,0.51,0.02,0.03,1,,,
315315,90,2712_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.02,0.02,0.81,,,
315316,90,2713_MSA.fa.ufboot.ale.uml_rec,0,0.17,0.02,0.01,1.01,,,
315318,90,2715_MSA.fa.ufboot.ale.uml_rec,0,0.38,0.02,0.13,0.7,,,
315357,90,2752_MSA.fa.ufboot.ale.uml_rec,0,0.67,0.02,0,0.95,,,
315454,90,2847_MSA.fa.ufboot.ale.uml_rec,0,0.11,0.02,0.02,0.97,,,
315487,90,2884_MSA.fa.ufboot.ale.uml_rec,0,0.24,0.02,0.01,0.85,,,
315506,90,2902_MSA.fa.ufboot.ale.uml_rec,0,0.04,0.02,0,0.99,,,
315533,90,2929_MSA.fa.ufboot.ale.uml_rec,0,0.31,0.02,0.05,0.84,,,
315601,90,2997_MSA.fa.ufboot.ale.uml_rec,0,0.3,0.02,0.09,0.66,,,
315615,90,3009_MSA.fa.ufboot.ale.uml_rec,0,0.36,0.02,0.05,0.67,,,
315642,90,3035_MSA.fa.ufboot.ale.uml_rec,0,0.32,0.02,0,1.09,,,
315645,90,3038_MSA.fa.ufboot.ale.uml_rec,0,0,0.02,0,0.86,,,
315696,90,3088_MSA.fa.ufboot.ale.uml_rec,0,0.46,0.02,0.01,0.81,,,
315698,90,3105_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.02,0.05,0.65,,,
315768,90,3153_MSA.fa.ufboot.ale.uml_rec,0,0.17,0.02,0.04,0.81,,,
315783,90,3172_MSA.fa.ufboot.ale.uml_rec,0,0.22,0.02,0.06,0.51,,,
315799,90,3201_MSA.fa.ufboot.ale.uml_rec,0,0.18,0.02,0.02,0.76,,,
315878,90,3227_MSA.fa.ufboot.ale.uml_rec,0,0.18,0.02,0,0.51,,,
315906,90,3300_MSA.fa.ufboot.ale.uml_rec,0,0.31,0.02,0.02,1.11,,,
315948,90,3337_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.02,0.12,0.61,,,
315982,90,3340_MSA.fa.ufboot.ale.uml_rec,0,0.12,0.02,0.02,0.58,,,
315998,90,3328_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.02,0.01,0.64,,,
316015,90,3376_MSA.fa.ufboot.ale.uml_rec,0,0.42,0.02,0.11,0.96,,,
316071,90,3439_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.02,0.02,0.94,,,
316087,90,3456_MSA.fa.ufboot.ale.uml_rec,0,0.25,0.02,0.03,0.85,,,
316095,90,3500_MSA.fa.ufboot.ale.uml_rec,0,0.39,0.02,0.05,0.67,,,
316115,90,3517_MSA.fa.ufboot.ale.uml_rec,0,0.3,0.02,0.06,0.75,,,
316136,90,3485_MSA.fa.ufboot.ale.uml_rec,0,0.15,0.02,0,0.85,,,
316147,90,3548_MSA.fa.ufboot.ale.uml_rec,0,0.12,0.02,0.11,0.62,,,
316158,90,3546_MSA.fa.ufboot.ale.uml_rec,0,0.56,0.02,0.01,0.96,,,
316166,90,3563_MSA.fa.ufboot.ale.uml_rec,0,0.18,0.02,0.04,0.75,,,
316171,90,3575_MSA.fa.ufboot.ale.uml_rec,0,0.27,0.02,0.05,0.76,,,
316176,90,3537_MSA.fa.ufboot.ale.uml_rec,0,0.04,0.02,0,0.79,,,
316196,90,3578_MSA.fa.ufboot.ale.uml_rec,0,0,0.02,0,1,,,
316238,90,3610_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.02,0,0.76,,,
316369,90,3744_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.02,0.02,0.87,,,
316390,90,3719_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.02,0,0.93,,,
316532,90,3866_MSA.fa.ufboot.ale.uml_rec,0,0.2,0.02,0.04,0.79,,,
316571,90,3957_MSA.fa.ufboot.ale.uml_rec,0,0,0.02,0,0.96,,,
316625,90,3965_MSA.fa.ufboot.ale.uml_rec,0,0.1,0.02,0,0.67,,,
316631,90,3981_MSA.fa.ufboot.ale.uml_rec,0,0.12,0.02,0,0.9,,,
316713,90,4078_MSA.fa.ufboot.ale.uml_rec,0,0.3,0.02,0.14,0.65,,,
316748,90,4122_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.02,0.04,0.61,,,
316753,90,4088_MSA.fa.ufboot.ale.uml_rec,0,0.27,0.02,0.03,0.81,,,
316755,90,4135_MSA.fa.ufboot.ale.uml_rec,0,0.28,0.02,0.05,0.91,,,
316866,90,4233_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.02,0.01,0.5,,,
316900,90,4251_MSA.fa.ufboot.ale.uml_rec,0,0,0.02,0,0.97,,,
316969,90,4285_MSA.fa.ufboot.ale.uml_rec,0,0.04,0.02,0.03,0.58,,,
317047,90,4400_MSA.fa.ufboot.ale.uml_rec,0,0.4,0.02,0.15,0.68,,,
317117,90,4455_MSA.fa.ufboot.ale.uml_rec,0,0.14,0.02,0.07,0.63,,,
317149,90,4493_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.02,0.01,0.58,,,
317524,90,4835_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.02,0.01,0.64,,,
317535,90,4879_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.02,0.05,0.75,,,
317753,90,5072_MSA.fa.ufboot.ale.uml_rec,0,0.11,0.02,0.05,0.76,,,
317792,90,5110_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.02,0.02,0.84,,,
317809,90,5114_MSA.fa.ufboot.ale.uml_rec,0,0.15,0.02,0,0.9,,,
318006,90,5307_MSA.fa.ufboot.ale.uml_rec,0,0.15,0.02,0.09,0.53,,,
318116,90,511_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.02,0.02,0.95,,,
318369,90,5648_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.02,0.1,0.54,,,
318405,90,566_MSA.fa.ufboot.ale.uml_rec,0,0.24,0.02,0.17,0.52,,,
318705,90,5948_MSA.fa.ufboot.ale.uml_rec,0,0.19,0.02,0.01,0.93,,,
318999,90,6232_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.02,0.05,0.59,,,
319143,90,620_MSA.fa.ufboot.ale.uml_rec,0,0.14,0.02,0.02,1.06,,,
319210,90,6422_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.02,0.02,0.82,,,
319504,90,66_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.02,0.07,0.68,,,
319567,90,643_MSA.fa.ufboot.ale.uml_rec,0,0.15,0.02,0.01,0.86,,,
319909,90,7070_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.02,0.1,0.71,,,
320041,90,661_MSA.fa.ufboot.ale.uml_rec,0,0.12,0.02,0.67,0.85,,,
320816,90,797_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.02,0.04,0.91,,,
320870,90,790_MSA.fa.ufboot.ale.uml_rec,0,0.68,0.02,0.02,1.1,,,
320904,90,970_MSA.fa.ufboot.ale.uml_rec,0,0.19,0.02,0.02,0.51,,,
320908,90,967_MSA.fa.ufboot.ale.uml_rec,0,0.4,0.02,0,0.91,,,
313687,90,1049_MSA.fa.ufboot.ale.uml_rec,0,0.09,0.01,0.01,0.82,,,
313737,90,1106_MSA.fa.ufboot.ale.uml_rec,0,0.47,0.01,0.03,1.4,,,
313753,90,1125_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.01,0,0.61,,,
313792,90,1170_MSA.fa.ufboot.ale.uml_rec,0,0.04,0.01,0.39,0.52,,,
313817,90,1194_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.01,0.01,1,,,
313825,90,1201_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.01,0,1,,,
313895,90,1284_MSA.fa.ufboot.ale.uml_rec,0,0,0.01,0.09,0.55,,,
313899,90,1289_MSA.fa.ufboot.ale.uml_rec,0,0.29,0.01,0,0.59,,,
313905,90,1296_MSA.fa.ufboot.ale.uml_rec,0,0.25,0.01,0.02,0.76,,,
313939,90,1327_MSA.fa.ufboot.ale.uml_rec,0,0.18,0.01,0,0.99,,,
313944,90,1332_MSA.fa.ufboot.ale.uml_rec,0,0.69,0.01,0,2.17,,,
313945,90,1333_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.01,0.02,0.97,,,
313970,90,1359_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.01,0.01,1,,,
314024,90,1412_MSA.fa.ufboot.ale.uml_rec,0,0.86,0.01,0.05,1.93,,,
314033,90,1422_MSA.fa.ufboot.ale.uml_rec,0,0.12,0.01,0,0.88,,,
314098,90,1496_MSA.fa.ufboot.ale.uml_rec,0,0.37,0.01,0.08,0.89,,,
314131,90,1542_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.01,0,0.99,,,
314137,90,1552_MSA.fa.ufboot.ale.uml_rec,0,0.41,0.01,0,1,,,
314149,90,1563_MSA.fa.ufboot.ale.uml_rec,0,0.14,0.01,0.01,1.02,,,
314160,90,1574_MSA.fa.ufboot.ale.uml_rec,0,0.12,0.01,0,0.54,,,
314184,90,1598_MSA.fa.ufboot.ale.uml_rec,0,0.44,0.01,0,0.62,,,
314193,90,1607_MSA.fa.ufboot.ale.uml_rec,0,0.77,0.01,0.01,1.57,,,
314195,90,1609_MSA.fa.ufboot.ale.uml_rec,0,0.21,0.01,0.62,0.93,,,
314203,90,1616_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.01,0,0.89,,,
314219,90,1632_MSA.fa.ufboot.ale.uml_rec,0,0.63,0.01,0,0.98,,,
314237,90,1650_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.01,0.01,0.67,,,
314241,90,1654_MSA.fa.ufboot.ale.uml_rec,0,0.27,0.01,0.03,0.61,,,
314248,90,1662_MSA.fa.ufboot.ale.uml_rec,0,0.2,0.01,0,1.1,,,
314252,90,1667_MSA.fa.ufboot.ale.uml_rec,0,0.12,0.01,0.02,1.01,,,
314293,90,1712_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.01,0,0.99,,,
314298,90,1717_MSA.fa.ufboot.ale.uml_rec,0,0.49,0.01,0.01,0.7,,,
314328,90,1747_MSA.fa.ufboot.ale.uml_rec,0,0.71,0.01,0.01,0.91,,,
314345,90,1762_MSA.fa.ufboot.ale.uml_rec,0,0.35,0.01,0.02,0.9,,,
314346,90,1763_MSA.fa.ufboot.ale.uml_rec,0,0.09,0.01,0.01,0.85,,,
314352,90,1770_MSA.fa.ufboot.ale.uml_rec,0,0,0.01,0,1,,,
314357,90,1775_MSA.fa.ufboot.ale.uml_rec,0,0.09,0.01,0.01,0.95,,,
314392,90,1809_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.01,0,0.74,,,
