Node,Gene,Gene_family,Duplications,Transfers,Losses,Originations,Copies,,,
314601,90,2021_MSA.fa.ufboot.ale.uml_rec,0.01,0,0,0,1.01,,,
314700,90,2112_MSA.fa.ufboot.ale.uml_rec,0.01,0.2,0,0,1.04,,,
314704,90,2116_MSA.fa.ufboot.ale.uml_rec,0.01,0.01,0,0.27,1,,,
314708,90,2120_MSA.fa.ufboot.ale.uml_rec,0.01,0.08,0,0,1.02,,,
314884,90,2287_MSA.fa.ufboot.ale.uml_rec,0.01,0.02,0,0,1.01,,,
315001,90,2410_MSA.fa.ufboot.ale.uml_rec,0.01,0.03,0,0.16,0.98,,,
315092,90,2495_MSA.fa.ufboot.ale.uml_rec,0.01,0,0,0.07,0.92,,,
315286,90,2683_MSA.fa.ufboot.ale.uml_rec,0.01,0,0,0,1.01,,,
315338,90,2734_MSA.fa.ufboot.ale.uml_rec,0.01,0.28,0,0.3,0.99,,,
315352,90,2748_MSA.fa.ufboot.ale.uml_rec,0.01,0,0,0,1.01,,,
315419,90,2812_MSA.fa.ufboot.ale.uml_rec,0.01,0.05,0,0,0.57,,,
315544,90,2941_MSA.fa.ufboot.ale.uml_rec,0.01,0.35,0,0.09,0.86,,,
315802,90,3178_MSA.fa.ufboot.ale.uml_rec,0.01,0.1,0,0,1.01,,,
315812,90,3168_MSA.fa.ufboot.ale.uml_rec,0.01,0.12,0,0.06,0.82,,,
316058,90,3446_MSA.fa.ufboot.ale.uml_rec,0.01,0.77,0,0,0.94,,,
316515,90,3894_MSA.fa.ufboot.ale.uml_rec,0.01,0.75,0,0.11,0.87,,,
316523,90,3907_MSA.fa.ufboot.ale.uml_rec,0.01,0.08,0,0.04,0.53,,,
316655,90,4020_MSA.fa.ufboot.ale.uml_rec,0.01,0.03,0,0.01,1.04,,,
317831,90,5139_MSA.fa.ufboot.ale.uml_rec,0.01,0.09,0,0.25,0.5,,,
318381,90,5642_MSA.fa.ufboot.ale.uml_rec,0.01,0.01,0,0.05,0.67,,,
320879,90,849_MSA.fa.ufboot.ale.uml_rec,0.01,0,0,0.01,1.01,,,
315271,90,266_MSA.fa.ufboot.ale.uml_rec,0,0,1.01,0,0,,,
314192,90,1606_MSA.fa.ufboot.ale.uml_rec,0,0,1,0,0,,,
316159,90,3543_MSA.fa.ufboot.ale.uml_rec,0,0,1,0,0,,,
316193,90,3535_MSA.fa.ufboot.ale.uml_rec,0,0,1,0,0,,,
316553,90,3944_MSA.fa.ufboot.ale.uml_rec,0,0,1,0,0,,,
317233,90,4553_MSA.fa.ufboot.ale.uml_rec,0,0,1,0,0,,,
317463,90,4791_MSA.fa.ufboot.ale.uml_rec,0,0,1,0,0,,,
317498,90,4823_MSA.fa.ufboot.ale.uml_rec,0,0,1,0,0,,,
318042,90,5353_MSA.fa.ufboot.ale.uml_rec,0,0,1,0,0,,,
319759,90,6933_MSA.fa.ufboot.ale.uml_rec,0,0,1,0,0,,,
316213,90,3544_MSA.fa.ufboot.ale.uml_rec,0,0,0.9,0,0,,,
317520,90,4848_MSA.fa.ufboot.ale.uml_rec,0,0,0.83,0,0.01,,,
314695,90,2108_MSA.fa.ufboot.ale.uml_rec,0,0.44,0.72,0.02,0.69,,,
314668,90,2083_MSA.fa.ufboot.ale.uml_rec,0,0.57,0.69,0.09,0.85,,,
320935,90,971_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.63,0,0.19,,,
314754,90,2165_MSA.fa.ufboot.ale.uml_rec,0,0.17,0.61,0,0.45,,,
315292,90,2690_MSA.fa.ufboot.ale.uml_rec,0,0,0.58,0,0.03,,,
315975,90,338_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.58,0,0.04,,,
313884,90,1271_MSA.fa.ufboot.ale.uml_rec,0,0.5,0.39,0,0.9,,,
320900,90,972_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.31,0.01,0.53,,,
315781,90,3193_MSA.fa.ufboot.ale.uml_rec,0,0.13,0.3,0,0.65,,,
313750,90,1122_MSA.fa.ufboot.ale.uml_rec,0,0.62,0.24,0,0.93,,,
314583,90,2005_MSA.fa.ufboot.ale.uml_rec,0,0.39,0.22,0,0.97,,,
315163,90,2563_MSA.fa.ufboot.ale.uml_rec,0,0.35,0.21,0,0.99,,,
315021,90,2429_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.2,0,0.8,,,
315404,90,2799_MSA.fa.ufboot.ale.uml_rec,0,0.11,0.2,0.34,0.83,,,
315513,90,2909_MSA.fa.ufboot.ale.uml_rec,0,0.17,0.2,0.01,0.96,,,
317548,90,4856_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.2,0.01,0.74,,,
315099,90,2501_MSA.fa.ufboot.ale.uml_rec,0,0.13,0.18,0,0.64,,,
320162,90,678_MSA.fa.ufboot.ale.uml_rec,0,0.27,0.18,0.02,0.51,,,
314852,90,2258_MSA.fa.ufboot.ale.uml_rec,0,0.18,0.17,0,1,,,
315889,90,3184_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.17,0,0.51,,,
316383,90,3751_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.17,0,0.56,,,
317308,90,4660_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.16,0.01,0.56,,,
317624,90,4874_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.16,0,0.68,,,
315895,90,3299_MSA.fa.ufboot.ale.uml_rec,0,0.22,0.15,0.04,0.5,,,
316321,90,3697_MSA.fa.ufboot.ale.uml_rec,0,0.09,0.15,0.03,0.54,,,
320853,90,852_MSA.fa.ufboot.ale.uml_rec,0,0.47,0.15,0,0.59,,,
314369,90,1787_MSA.fa.ufboot.ale.uml_rec,0,0.11,0.14,0,0.71,,,
314950,90,2363_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.14,0.01,0.51,,,
314607,90,2027_MSA.fa.ufboot.ale.uml_rec,0,0.2,0.13,0,0.62,,,
314766,90,2177_MSA.fa.ufboot.ale.uml_rec,0,0.85,0.13,0,0.94,,,
315654,90,3046_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.13,0.01,0.59,,,
315732,90,3125_MSA.fa.ufboot.ale.uml_rec,0,0.12,0.13,0,0.58,,,
314949,90,2362_MSA.fa.ufboot.ale.uml_rec,0,0.49,0.12,0,0.71,,,
315166,90,2566_MSA.fa.ufboot.ale.uml_rec,0,0.43,0.12,0.03,1.01,,,
319223,90,6430_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.12,0.01,0.59,,,
313678,90,1039_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.11,0,0.59,,,
315344,90,2740_MSA.fa.ufboot.ale.uml_rec,0,0.1,0.11,0,0.89,,,
315930,90,3353_MSA.fa.ufboot.ale.uml_rec,0,0.13,0.11,0.01,0.57,,,
315978,90,3336_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.11,0,0.57,,,
320140,90,649_MSA.fa.ufboot.ale.uml_rec,0,0.46,0.11,0,1.21,,,
314026,90,1415_MSA.fa.ufboot.ale.uml_rec,0,0.09,0.1,0.03,0.5,,,
314466,90,1885_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.1,0.01,0.76,,,
314608,90,2028_MSA.fa.ufboot.ale.uml_rec,0,0.42,0.1,0,0.95,,,
314627,90,2046_MSA.fa.ufboot.ale.uml_rec,0,0.19,0.1,0.01,0.5,,,
314827,90,2235_MSA.fa.ufboot.ale.uml_rec,0,0.88,0.1,0,0.95,,,
315004,90,2413_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.1,0.15,0.56,,,
315561,90,2959_MSA.fa.ufboot.ale.uml_rec,0,0.1,0.1,0.08,0.95,,,
315579,90,2975_MSA.fa.ufboot.ale.uml_rec,0,0.11,0.1,0.01,0.69,,,
316134,90,3502_MSA.fa.ufboot.ale.uml_rec,0,0.48,0.1,0.05,0.91,,,
316464,90,3843_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.1,0,0.87,,,
317787,90,5111_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.1,0,0.56,,,
313757,90,1129_MSA.fa.ufboot.ale.uml_rec,0,0.81,0.09,0,1.86,,,
313809,90,1187_MSA.fa.ufboot.ale.uml_rec,0,0.28,0.09,0.11,0.76,,,
313987,90,1374_MSA.fa.ufboot.ale.uml_rec,0,0.15,0.09,0.01,0.55,,,
314390,90,1807_MSA.fa.ufboot.ale.uml_rec,0,0.78,0.09,0,0.97,,,
314532,90,1952_MSA.fa.ufboot.ale.uml_rec,0,0.11,0.09,0,0.62,,,
315072,90,2476_MSA.fa.ufboot.ale.uml_rec,0,0.12,0.09,0,0.85,,,
315081,90,2484_MSA.fa.ufboot.ale.uml_rec,0,0.26,0.09,0,0.53,,,
315191,90,2592_MSA.fa.ufboot.ale.uml_rec,0,0.26,0.09,0.01,0.95,,,
315538,90,2935_MSA.fa.ufboot.ale.uml_rec,0,0,0.09,0,1.01,,,
315805,90,3141_MSA.fa.ufboot.ale.uml_rec,0,0.04,0.09,0.1,0.92,,,
316022,90,3417_MSA.fa.ufboot.ale.uml_rec,0,0.35,0.09,0.05,0.63,,,
316101,90,3473_MSA.fa.ufboot.ale.uml_rec,0,0.16,0.09,0,0.58,,,
320675,90,771_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.09,0.03,0.61,,,
313773,90,1145_MSA.fa.ufboot.ale.uml_rec,0,0.28,0.08,0.16,0.85,,,
314233,90,1646_MSA.fa.ufboot.ale.uml_rec,0,0.68,0.08,0,0.96,,,
314281,90,1699_MSA.fa.ufboot.ale.uml_rec,0,0.4,0.08,0.02,1.07,,,
314343,90,1760_MSA.fa.ufboot.ale.uml_rec,0,0.17,0.08,0.18,0.68,,,
314724,90,2136_MSA.fa.ufboot.ale.uml_rec,0,0.1,0.08,0.03,0.9,,,
314867,90,2271_MSA.fa.ufboot.ale.uml_rec,0,0.13,0.08,0,0.81,,,
314953,90,2366_MSA.fa.ufboot.ale.uml_rec,0,0.31,0.08,0,0.97,,,
315011,90,241_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.08,0,0.76,,,
315118,90,2520_MSA.fa.ufboot.ale.uml_rec,0,0.99,0.08,0,1,,,
315144,90,2544_MSA.fa.ufboot.ale.uml_rec,0,0.34,0.08,0.02,0.7,,,
315238,90,2637_MSA.fa.ufboot.ale.uml_rec,0,0.76,0.08,0,0.97,,,
315590,90,2986_MSA.fa.ufboot.ale.uml_rec,0,0.14,0.08,0.03,0.56,,,
315979,90,3360_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.08,0.01,0.75,,,
315984,90,3339_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.08,0.01,0.75,,,
316851,90,4223_MSA.fa.ufboot.ale.uml_rec,0,0.2,0.08,0.01,0.73,,,
317821,90,5097_MSA.fa.ufboot.ale.uml_rec,0,0.09,0.08,0.05,0.55,,,
317923,90,510_MSA.fa.ufboot.ale.uml_rec,0,0.34,0.08,0.02,0.7,,,
313720,90,1086_MSA.fa.ufboot.ale.uml_rec,0,0.27,0.07,0.08,0.88,,,
313826,90,1202_MSA.fa.ufboot.ale.uml_rec,0,0,0.07,0,0.87,,,
313967,90,1356_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.07,0,0.9,,,
314313,90,1731_MSA.fa.ufboot.ale.uml_rec,0,0.28,0.07,0,0.8,,,
314339,90,1757_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.07,0,0.93,,,
314348,90,1767_MSA.fa.ufboot.ale.uml_rec,0,0.46,0.07,0.01,0.99,,,
314371,90,1789_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.07,0.11,0.79,,,
314633,90,2051_MSA.fa.ufboot.ale.uml_rec,0,0.56,0.07,0,0.9,,,
314679,90,2093_MSA.fa.ufboot.ale.uml_rec,0,0.13,0.07,0.02,0.98,,,
314759,90,2170_MSA.fa.ufboot.ale.uml_rec,0,0.31,0.07,0,0.79,,,
314820,90,2228_MSA.fa.ufboot.ale.uml_rec,0,0.67,0.07,0,1,,,
315007,90,2416_MSA.fa.ufboot.ale.uml_rec,0,0.83,0.07,0,0.89,,,
315113,90,2516_MSA.fa.ufboot.ale.uml_rec,0,0.44,0.07,0.05,0.61,,,
315233,90,2631_MSA.fa.ufboot.ale.uml_rec,0,0,0.07,0.01,0.72,,,
315349,90,2745_MSA.fa.ufboot.ale.uml_rec,0,0.23,0.07,0.01,0.64,,,
315360,90,2755_MSA.fa.ufboot.ale.uml_rec,0,0.19,0.07,0.15,0.87,,,
315421,90,2814_MSA.fa.ufboot.ale.uml_rec,0,0.1,0.07,0,0.71,,,
315524,90,291_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.07,0.01,0.75,,,
315638,90,3031_MSA.fa.ufboot.ale.uml_rec,0,0.1,0.07,0.19,0.74,,,
315760,90,3170_MSA.fa.ufboot.ale.uml_rec,0,0.15,0.07,0,0.65,,,
315831,90,325_MSA.fa.ufboot.ale.uml_rec,0,0.04,0.07,0.01,0.51,,,
316108,90,3467_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.07,0.01,0.71,,,
316644,90,4019_MSA.fa.ufboot.ale.uml_rec,0,0.16,0.07,0.02,0.97,,,
316699,90,4067_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.07,0.03,0.81,,,
318079,90,5362_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.07,0,0.51,,,
318657,90,5910_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.07,0.02,0.54,,,
318707,90,5961_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.07,0.03,0.52,,,
319202,90,6419_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.07,0.06,0.5,,,
320866,90,854_MSA.fa.ufboot.ale.uml_rec,0,0.18,0.07,0.01,1.1,,,
313751,90,1123_MSA.fa.ufboot.ale.uml_rec,0,0.14,0.06,0.01,0.92,,,
313848,90,1227_MSA.fa.ufboot.ale.uml_rec,0,0.09,0.06,0.09,0.59,,,
313860,90,123_MSA.fa.ufboot.ale.uml_rec,0,0,0.06,0,1,,,
313919,90,1308_MSA.fa.ufboot.ale.uml_rec,0,0.73,0.06,0.02,0.85,,,
314129,90,1540_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.06,0.05,0.68,,,
314260,90,1676_MSA.fa.ufboot.ale.uml_rec,0,0.43,0.06,0.03,1.05,,,
314322,90,1740_MSA.fa.ufboot.ale.uml_rec,0,0.7,0.06,0,1.13,,,
314475,90,1896_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.06,0.02,0.58,,,
314496,90,1917_MSA.fa.ufboot.ale.uml_rec,0,0.11,0.06,0.02,0.89,,,
314782,90,2191_MSA.fa.ufboot.ale.uml_rec,0,0.24,0.06,0,0.95,,,
314819,90,2227_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.06,0.01,0.55,,,
314841,90,2248_MSA.fa.ufboot.ale.uml_rec,0,0.25,0.06,0,0.95,,,
315288,90,2685_MSA.fa.ufboot.ale.uml_rec,0,0.18,0.06,0,0.73,,,
315407,90,2801_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.06,0,0.99,,,
315415,90,2809_MSA.fa.ufboot.ale.uml_rec,0,0.29,0.06,0.01,1,,,
315442,90,2836_MSA.fa.ufboot.ale.uml_rec,0,0.41,0.06,0.03,0.92,,,
315486,90,2882_MSA.fa.ufboot.ale.uml_rec,0,0.14,0.06,0.02,0.6,,,
315596,90,2991_MSA.fa.ufboot.ale.uml_rec,0,0.19,0.06,0.01,0.74,,,
316281,90,3675_MSA.fa.ufboot.ale.uml_rec,0,0,0.06,0.02,0.51,,,
316358,90,3739_MSA.fa.ufboot.ale.uml_rec,0,0,0.06,0,0.68,,,
316705,90,4066_MSA.fa.ufboot.ale.uml_rec,0,0.09,0.06,0,0.85,,,
316737,90,4097_MSA.fa.ufboot.ale.uml_rec,0,0.1,0.06,0,0.68,,,
318860,90,608_MSA.fa.ufboot.ale.uml_rec,0,0.15,0.06,0.02,0.74,,,
319563,90,622_MSA.fa.ufboot.ale.uml_rec,0,0.28,0.06,0.01,0.82,,,
320187,90,712_MSA.fa.ufboot.ale.uml_rec,0,0.19,0.06,0,0.73,,,
320874,90,943_MSA.fa.ufboot.ale.uml_rec,0,0.16,0.06,0.02,0.52,,,
313684,90,1044_MSA.fa.ufboot.ale.uml_rec,0,0.22,0.05,0.05,0.52,,,
313717,90,1083_MSA.fa.ufboot.ale.uml_rec,0,0.45,0.05,0.01,1.97,,,
313732,90,1100_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.05,0.03,0.65,,,
313763,90,1134_MSA.fa.ufboot.ale.uml_rec,0,0.44,0.05,0.03,0.61,,,
313784,90,115_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.05,0.01,0.76,,,
313922,90,1311_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.05,0,0.89,,,
314039,90,1428_MSA.fa.ufboot.ale.uml_rec,0,0.35,0.05,0,0.95,,,
314042,90,1431_MSA.fa.ufboot.ale.uml_rec,0,0.37,0.05,0,0.91,,,
314144,90,1559_MSA.fa.ufboot.ale.uml_rec,0,0.2,0.05,0,1.57,,,
314213,90,1627_MSA.fa.ufboot.ale.uml_rec,0,0.3,0.05,0.06,0.79,,,
314227,90,1640_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.05,0.02,1,,,
314231,90,1644_MSA.fa.ufboot.ale.uml_rec,0,0.68,0.05,0,0.7,,,
314247,90,1661_MSA.fa.ufboot.ale.uml_rec,0,0.29,0.05,0.01,0.7,,,
314405,90,1821_MSA.fa.ufboot.ale.uml_rec,0,0.1,0.05,0,0.88,,,
314537,90,1959_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.05,0,1.05,,,
314641,90,2059_MSA.fa.ufboot.ale.uml_rec,0,0.61,0.05,0.02,1.03,,,
314809,90,2217_MSA.fa.ufboot.ale.uml_rec,0,0.16,0.05,0.01,0.51,,,
314824,90,2232_MSA.fa.ufboot.ale.uml_rec,0,0.31,0.05,0.02,0.88,,,
314847,90,2253_MSA.fa.ufboot.ale.uml_rec,0,0.34,0.05,0.41,0.96,,,
314903,90,2304_MSA.fa.ufboot.ale.uml_rec,0,0.43,0.05,0.05,0.72,,,
315095,90,2498_MSA.fa.ufboot.ale.uml_rec,0,0.52,0.05,0,0.94,,,
315119,90,2521_MSA.fa.ufboot.ale.uml_rec,0,0.57,0.05,0,0.63,,,
315141,90,2541_MSA.fa.ufboot.ale.uml_rec,0,0.24,0.05,0,1.02,,,
315214,90,2614_MSA.fa.ufboot.ale.uml_rec,0,0.26,0.05,0.01,1.01,,,
315275,90,2673_MSA.fa.ufboot.ale.uml_rec,0,0.22,0.05,0,0.85,,,
315293,90,2691_MSA.fa.ufboot.ale.uml_rec,0,0.36,0.05,0.06,0.71,,,
315342,90,2738_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.05,0,0.81,,,
315355,90,2750_MSA.fa.ufboot.ale.uml_rec,0,0.76,0.05,0,1.01,,,
315413,90,2807_MSA.fa.ufboot.ale.uml_rec,0,0.13,0.05,0,0.88,,,
315414,90,2808_MSA.fa.ufboot.ale.uml_rec,0,0.66,0.05,0,0.73,,,
315531,90,2926_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.05,0,0.7,,,
315608,90,3002_MSA.fa.ufboot.ale.uml_rec,0,0.33,0.05,0.14,1.03,,,
315629,90,3022_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.05,0.41,0.94,,,
315634,90,3028_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.05,0,0.66,,,
315795,90,3189_MSA.fa.ufboot.ale.uml_rec,0,0.1,0.05,0,0.54,,,
315858,90,3267_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.05,0,0.85,,,
316063,90,3469_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.05,0.03,0.67,,,
316086,90,3487_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.05,0.02,0.91,,,
316098,90,3501_MSA.fa.ufboot.ale.uml_rec,0,0.1,0.05,0.01,0.5,,,
316169,90,3526_MSA.fa.ufboot.ale.uml_rec,0,0.29,0.05,0.05,0.66,,,
316290,90,3653_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.05,0.01,0.53,,,
316331,90,3700_MSA.fa.ufboot.ale.uml_rec,0,0.19,0.05,0.01,0.7,,,
316470,90,3857_MSA.fa.ufboot.ale.uml_rec,0,0.36,0.05,0.06,0.75,,,
317139,90,4491_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.05,0.03,0.58,,,
317146,90,4473_MSA.fa.ufboot.ale.uml_rec,0,0.12,0.05,0,0.59,,,
317203,90,4561_MSA.fa.ufboot.ale.uml_rec,0,0.11,0.05,0.03,0.6,,,
317251,90,4566_MSA.fa.ufboot.ale.uml_rec,0,0.09,0.05,0.04,0.58,,,
317385,90,4684_MSA.fa.ufboot.ale.uml_rec,0,0.11,0.05,0.01,0.55,,,
318364,90,5645_MSA.fa.ufboot.ale.uml_rec,0,0.11,0.05,0.01,0.51,,,
319048,90,6263_MSA.fa.ufboot.ale.uml_rec,0,0.09,0.05,0.03,0.81,,,
319920,90,7080_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.05,0.07,0.61,,,
320273,90,707_MSA.fa.ufboot.ale.uml_rec,0,0.13,0.05,0.01,0.65,,,
320788,90,769_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.05,0.02,0.59,,,
313713,90,1079_MSA.fa.ufboot.ale.uml_rec,0,0.12,0.04,0.05,0.73,,,
313715,90,1081_MSA.fa.ufboot.ale.uml_rec,0,0.2,0.04,0.06,0.59,,,
313752,90,1124_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.04,0,0.62,,,
313937,90,1325_MSA.fa.ufboot.ale.uml_rec,0,0.12,0.04,0.43,0.61,,,
313938,90,1326_MSA.fa.ufboot.ale.uml_rec,0,0.14,0.04,0.31,0.89,,,
314032,90,1421_MSA.fa.ufboot.ale.uml_rec,0,0.37,0.04,0.01,1.09,,,
314062,90,1453_MSA.fa.ufboot.ale.uml_rec,0,0.51,0.04,0.01,1.21,,,
314142,90,1557_MSA.fa.ufboot.ale.uml_rec,0,0,0.04,0.05,0.59,,,
314146,90,1560_MSA.fa.ufboot.ale.uml_rec,0,0.38,0.04,0.02,0.54,,,
314296,90,1715_MSA.fa.ufboot.ale.uml_rec,0,0.15,0.04,0,0.57,,,
314370,90,1788_MSA.fa.ufboot.ale.uml_rec,0,0.77,0.04,0.12,1.37,,,
314373,90,1792_MSA.fa.ufboot.ale.uml_rec,0,0.68,0.04,0.03,1.29,,,
314407,90,1823_MSA.fa.ufboot.ale.uml_rec,0,0.12,0.04,0,0.73,,,
314609,90,2029_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.04,0,0.97,,,
314723,90,2135_MSA.fa.ufboot.ale.uml_rec,0,0.14,0.04,0,0.86,,,
314736,90,2148_MSA.fa.ufboot.ale.uml_rec,0,0.27,0.04,0.04,0.6,,,
314772,90,2182_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.04,0.88,0.99,,,
314909,90,2310_MSA.fa.ufboot.ale.uml_rec,0,0.04,0.04,0.01,1.01,,,
314918,90,2334_MSA.fa.ufboot.ale.uml_rec,0,0.1,0.04,0.13,0.57,,,
314930,90,2345_MSA.fa.ufboot.ale.uml_rec,0,0.14,0.04,0,1,,,
315062,90,2467_MSA.fa.ufboot.ale.uml_rec,0,0.12,0.04,0,0.64,,,
315074,90,2478_MSA.fa.ufboot.ale.uml_rec,0,0.58,0.04,0,0.93,,,
315100,90,2502_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.04,0.02,0.88,,,
315125,90,2527_MSA.fa.ufboot.ale.uml_rec,0,0.12,0.04,0.07,0.58,,,
315127,90,2529_MSA.fa.ufboot.ale.uml_rec,0,0,0.04,0.25,0.91,,,
315198,90,2599_MSA.fa.ufboot.ale.uml_rec,0,0.69,0.04,0.11,0.85,,,
315206,90,2607_MSA.fa.ufboot.ale.uml_rec,0,0.34,0.04,0,0.84,,,
315226,90,2625_MSA.fa.ufboot.ale.uml_rec,0,0.24,0.04,0,0.71,,,
315319,90,2717_MSA.fa.ufboot.ale.uml_rec,0,0.18,0.04,0.02,1.34,,,
315339,90,2735_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.04,0.01,0.62,,,
315345,90,2741_MSA.fa.ufboot.ale.uml_rec,0,0,0.04,0,0.94,,,
315380,90,2775_MSA.fa.ufboot.ale.uml_rec,0,0.26,0.04,0,0.73,,,
315405,90,27_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.04,0.02,0.65,,,
315418,90,2811_MSA.fa.ufboot.ale.uml_rec,0,0.16,0.04,0.02,0.67,,,
315459,90,2851_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.04,0.01,0.76,,,
315570,90,2967_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.04,0,0.68,,,
315600,90,2996_MSA.fa.ufboot.ale.uml_rec,0,0.22,0.04,0.01,0.8,,,
315630,90,3023_MSA.fa.ufboot.ale.uml_rec,0,0.33,0.04,0.01,0.94,,,
315648,90,3040_MSA.fa.ufboot.ale.uml_rec,0,0.33,0.04,0.03,0.89,,,
315678,90,3072_MSA.fa.ufboot.ale.uml_rec,0,0.37,0.04,0,0.66,,,
315742,90,3154_MSA.fa.ufboot.ale.uml_rec,0,0.47,0.04,0.06,0.78,,,
315748,90,3102_MSA.fa.ufboot.ale.uml_rec,0,0.36,0.04,0.03,0.89,,,
315763,90,3140_MSA.fa.ufboot.ale.uml_rec,0,0.23,0.04,0.13,1.05,,,
315767,90,3071_MSA.fa.ufboot.ale.uml_rec,0,0.53,0.04,0.07,1.19,,,
315774,90,3176_MSA.fa.ufboot.ale.uml_rec,0,0.29,0.04,0.02,0.51,,,
315819,90,324_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.04,0.12,0.6,,,
315857,90,3270_MSA.fa.ufboot.ale.uml_rec,0,0.46,0.04,0.04,1.04,,,
315861,90,3269_MSA.fa.ufboot.ale.uml_rec,0,0.33,0.04,0.06,0.92,,,
315867,90,3246_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.04,0,0.5,,,
315886,90,3243_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.04,0,0.6,,,
315949,90,3356_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.04,0,0.82,,,
316084,90,3449_MSA.fa.ufboot.ale.uml_rec,0,0.5,0.04,0.01,0.83,,,
316197,90,3555_MSA.fa.ufboot.ale.uml_rec,0,0.12,0.04,0,0.69,,,
316380,90,3756_MSA.fa.ufboot.ale.uml_rec,0,0.16,0.04,0.01,0.69,,,
316403,90,3788_MSA.fa.ufboot.ale.uml_rec,0,0.27,0.04,0.06,0.72,,,
316648,90,4026_MSA.fa.ufboot.ale.uml_rec,0,0.26,0.04,0.03,0.96,,,
316672,90,4036_MSA.fa.ufboot.ale.uml_rec,0,0.1,0.04,0.06,0.6,,,
316818,90,4171_MSA.fa.ufboot.ale.uml_rec,0,0.14,0.04,0.05,0.61,,,
316859,90,4173_MSA.fa.ufboot.ale.uml_rec,0,0.13,0.04,0.04,0.73,,,
316968,90,4344_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.04,0.06,0.72,,,
317062,90,4376_MSA.fa.ufboot.ale.uml_rec,0,0.15,0.04,0.01,0.7,,,
317182,90,4540_MSA.fa.ufboot.ale.uml_rec,0,0.15,0.04,0.03,0.66,,,
317728,90,5014_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.04,0.03,0.71,,,
317830,90,5115_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.04,0.01,0.5,,,
