299060,88,1007_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,Loss,225
299063,88,1011_MSA.fa.ufboot.ale.uml_rec,0,0.81,0.4,0,0.96,,Dup,22
299065,88,1013_MSA.fa.ufboot.ale.uml_rec,0,0.61,0.1,0.05,0.72,,Transfers,67
299068,88,1018_MSA.fa.ufboot.ale.uml_rec,0.03,0.01,0.06,0.04,0.75,,,
299069,88,1019_MSA.fa.ufboot.ale.uml_rec,0.03,0.05,0.47,0.01,1.63,,,
299071,88,1021_MSA.fa.ufboot.ale.uml_rec,0,0.03,0,0.06,0.5,,,
299073,88,1023_MSA.fa.ufboot.ale.uml_rec,0.09,0.01,0.22,0.01,1.08,,,
299075,88,1025_MSA.fa.ufboot.ale.uml_rec,0,0,0.67,0,0.16,,,
299084,88,1033_MSA.fa.ufboot.ale.uml_rec,0.03,0.1,0.2,0,2.4,,,
299085,88,1034_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
299086,88,1035_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.01,0,0.99,,,
299087,88,1036_MSA.fa.ufboot.ale.uml_rec,0.23,0.48,0.05,0.18,1.03,,,
299089,88,1038_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.01,0.02,0.73,,,
299090,88,1039_MSA.fa.ufboot.ale.uml_rec,0,0,0.64,0,0.08,,,
299096,88,1044_MSA.fa.ufboot.ale.uml_rec,0,0.59,0.01,0.13,1.09,,,
299099,88,1049_MSA.fa.ufboot.ale.uml_rec,0.03,0.39,0.14,0.11,1.01,,,
299101,88,1051_MSA.fa.ufboot.ale.uml_rec,0,0.54,0.01,0,0.76,,,
299102,88,1052_MSA.fa.ufboot.ale.uml_rec,0.27,0.06,0.05,0.15,0.99,,,
299112,88,1063_MSA.fa.ufboot.ale.uml_rec,0.01,0,0,0,1.01,,,
299114,88,1065_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.04,0.06,0.55,,,
299116,88,1067_MSA.fa.ufboot.ale.uml_rec,0,0,0.03,0.02,0.86,,,
299121,88,1072_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.28,0.01,0.55,,,
299124,88,1078_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.46,0.02,0.63,,,
299125,88,1079_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.64,0,0.37,,,
299126,88,1080_MSA.fa.ufboot.ale.uml_rec,0,0.19,0.09,0.06,0.86,,,
