284469,86,1003_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.02,0.08,0.52,,Loss,381
284472,86,1007_MSA.fa.ufboot.ale.uml_rec,0,0,1,0,0,,Dup,10
284475,86,1011_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.08,0,0.95,,Transfers,50
284476,86,1012_MSA.fa.ufboot.ale.uml_rec,0,0,0,0.64,0.71,,,
284477,86,1013_MSA.fa.ufboot.ale.uml_rec,0,0.17,0.01,0,0.88,,,
284478,86,1016_MSA.fa.ufboot.ale.uml_rec,0,0.15,0,0.38,0.71,,,
284480,86,1018_MSA.fa.ufboot.ale.uml_rec,0,0,0.65,0,0.1,,,
284481,86,1019_MSA.fa.ufboot.ale.uml_rec,0.15,0.16,0.05,0.01,1.9,,,
284483,86,1021_MSA.fa.ufboot.ale.uml_rec,0,0.05,0,0.24,0.79,,,
284485,86,1023_MSA.fa.ufboot.ale.uml_rec,0.03,0.01,0.1,0,1.02,,,
284496,86,1033_MSA.fa.ufboot.ale.uml_rec,0.02,0.09,0.36,0.01,2.16,,,
284497,86,1034_MSA.fa.ufboot.ale.uml_rec,0,0,0.39,0,0.61,,,
284498,86,1035_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.01,0.01,1,,,
284499,86,1036_MSA.fa.ufboot.ale.uml_rec,0.07,0.05,0.27,0.02,0.9,,,
284501,86,1038_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.68,0,0.06,,,
284508,86,1044_MSA.fa.ufboot.ale.uml_rec,0,0.09,0.25,0.04,0.97,,,
284511,86,1049_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.01,0,1.01,,,
284513,86,1051_MSA.fa.ufboot.ale.uml_rec,0.01,0.01,0.04,0.01,0.75,,,
284514,86,1052_MSA.fa.ufboot.ale.uml_rec,0.1,0.03,0.17,0.02,0.97,,,
284520,86,105_MSA.fa.ufboot.ale.uml_rec,0.08,0,0,0.8,1.07,,,
284522,86,1061_MSA.fa.ufboot.ale.uml_rec,0,0.22,0.01,0.02,0.64,,,
284524,86,1063_MSA.fa.ufboot.ale.uml_rec,0.01,0.02,0.01,0,1.03,,,
284526,86,1065_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.01,0.21,0.8,,,
284527,86,1066_MSA.fa.ufboot.ale.uml_rec,0,0.02,0,0.4,0.56,,,
284528,86,1067_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.01,0.01,0.91,,,
284529,86,1068_MSA.fa.ufboot.ale.uml_rec,0.07,0,0,0.73,1.09,,,
284531,86,1070_MSA.fa.ufboot.ale.uml_rec,0,0,0,0.74,1,,,
284533,86,1072_MSA.fa.ufboot.ale.uml_rec,0,0.09,0.03,0.03,0.64,,,
284536,86,1078_MSA.fa.ufboot.ale.uml_rec,0,0.15,0.01,0.05,0.82,,,
284538,86,1080_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.06,0.05,0.87,,,
284541,86,1083_MSA.fa.ufboot.ale.uml_rec,0,0.35,0.04,0,2.58,,,
284546,86,108_MSA.fa.ufboot.ale.uml_rec,0,0,0.78,0,0,,,
284561,86,1106_MSA.fa.ufboot.ale.uml_rec,0,0.17,0.1,0.01,1.35,,,
