Node,Gene,Gene_family,Duplications,Transfers,Losses,Originations,Copies,,Loss,97
241518,80,1878_MSA.fa.ufboot.ale.uml_rec,0,0,0,0.99,1,,,
241521,80,1880_MSA.fa.ufboot.ale.uml_rec,0,0.02,0,0,1.01,,,
241523,80,1882_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.01,0.01,0.97,,,
241524,80,1883_MSA.fa.ufboot.ale.uml_rec,0,0.04,0.02,0,1.95,,,
241525,80,1884_MSA.fa.ufboot.ale.uml_rec,0,0.1,0.16,0.02,0.74,,,
241526,80,1885_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.11,0,1.01,,,
241527,80,1886_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.01,0,1.01,,,
241529,80,1889_MSA.fa.ufboot.ale.uml_rec,0,0.37,0.03,0.03,1.24,,,
241533,80,1893_MSA.fa.ufboot.ale.uml_rec,0.03,0.08,0.08,0,1.05,,,
241534,80,1895_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.04,0,1.07,,,
241535,80,1896_MSA.fa.ufboot.ale.uml_rec,0,0.18,0.05,0.03,0.76,,,
241537,80,1898_MSA.fa.ufboot.ale.uml_rec,0.01,0,0.01,0,1,,,
241538,80,1899_MSA.fa.ufboot.ale.uml_rec,0,0.09,0.02,0,1.01,,,
241539,80,189_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.03,0,0.93,,,
241541,80,1901_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.03,0,1.01,,,
241542,80,1902_MSA.fa.ufboot.ale.uml_rec,0,0.12,0.04,0,1.01,,,
241544,80,1904_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.1,0,1.01,,,
241545,80,1905_MSA.fa.ufboot.ale.uml_rec,0,0.43,0.02,0.01,0.58,,,
241546,80,1906_MSA.fa.ufboot.ale.uml_rec,0.66,0.31,0.15,0.03,2.05,,,
241547,80,1907_MSA.fa.ufboot.ale.uml_rec,0,0.09,0.01,0,1.04,,,
241548,80,1908_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.01,0,1,,,
241549,80,1909_MSA.fa.ufboot.ale.uml_rec,0.41,0.49,0.08,0,2,,,
241554,80,1915_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.01,0,1.01,,,
241555,80,1916_MSA.fa.ufboot.ale.uml_rec,0.01,0,0,0,1.01,,,
241557,80,1918_MSA.fa.ufboot.ale.uml_rec,0,0.19,0.03,0.01,1.13,,,
241558,80,1919_MSA.fa.ufboot.ale.uml_rec,0,0.27,0.02,0.01,0.98,,,
241563,80,1925_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.02,0,1.02,,,
241564,80,1926_MSA.fa.ufboot.ale.uml_rec,0.01,0.06,0.39,0,1.08,,,
241565,80,1927_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.02,0,1.02,,,
241566,80,1928_MSA.fa.ufboot.ale.uml_rec,0,0.29,0.03,0,0.98,,,
241567,80,1929_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.77,0,0.94,,,
241568,80,192_MSA.fa.ufboot.ale.uml_rec,0.01,0.01,0.16,0,1.02,,,
241571,80,1932_MSA.fa.ufboot.ale.uml_rec,0.04,0.04,0.58,0.03,1.28,,,
241572,80,1933_MSA.fa.ufboot.ale.uml_rec,0,0.76,0.25,0,1.03,,,
241573,80,1934_MSA.fa.ufboot.ale.uml_rec,0,0.04,0.02,0,1,,,
241574,80,1935_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.01,0,0.99,,,
241575,80,1936_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.03,0.02,0.54,,,
241576,80,1937_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0,1,,,
241577,80,1938_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241578,80,1939_MSA.fa.ufboot.ale.uml_rec,0,0.12,0.01,0,1,,,
241581,80,1942_MSA.fa.ufboot.ale.uml_rec,0.02,0.38,0.34,0.02,0.88,,,
241582,80,1943_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.01,0,1.01,,,
241583,80,1944_MSA.fa.ufboot.ale.uml_rec,0,0.12,0.01,0.01,1,,,
241585,80,1946_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0,1,,,
241586,80,1947_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.02,0,1,,,
241587,80,1948_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.02,0,1,,,
241588,80,1949_MSA.fa.ufboot.ale.uml_rec,0,0.11,0.13,0,0.98,,,
241590,80,1950_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0,0.99,,,
241592,80,1952_MSA.fa.ufboot.ale.uml_rec,0,0.02,0,0,0.98,,,
241593,80,1953_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241594,80,1954_MSA.fa.ufboot.ale.uml_rec,0,0.2,0.06,0,1.15,,,
241595,80,1957_MSA.fa.ufboot.ale.uml_rec,0.01,0.25,0.81,0.01,0.42,,,
241596,80,1958_MSA.fa.ufboot.ale.uml_rec,0.05,0.09,0.05,0.07,1,,,
241597,80,1959_MSA.fa.ufboot.ale.uml_rec,0.01,0.02,0.09,0,1.01,,,
241603,80,1966_MSA.fa.ufboot.ale.uml_rec,0,0.11,0.04,0.03,0.55,,,
241604,80,1968_MSA.fa.ufboot.ale.uml_rec,0,0.36,0.13,0,0.98,,,
241605,80,1969_MSA.fa.ufboot.ale.uml_rec,0,0.24,0.02,0.04,0.92,,,
241607,80,1970_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241609,80,1972_MSA.fa.ufboot.ale.uml_rec,0,0.04,0,0.03,0.97,,,
241610,80,1973_MSA.fa.ufboot.ale.uml_rec,0.01,0.25,0.06,0,1,,,
241611,80,1974_MSA.fa.ufboot.ale.uml_rec,0,0.06,0,0,1.02,,,
241612,80,1975_MSA.fa.ufboot.ale.uml_rec,0,0.02,0,0,1,,,
241613,80,1976_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241615,80,1978_MSA.fa.ufboot.ale.uml_rec,0,0.11,0.01,0,1,,,
241616,80,1979_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.02,0,1.01,,,
241618,80,1980_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.16,0,1,,,
241619,80,1981_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.02,0,1.01,,,
241620,80,1982_MSA.fa.ufboot.ale.uml_rec,0,0.06,0,0.02,1.04,,,
241625,80,1988_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.02,0,1,,,
241626,80,1989_MSA.fa.ufboot.ale.uml_rec,0,0.1,0.03,0,1.11,,,
241627,80,1990_MSA.fa.ufboot.ale.uml_rec,0,0.16,0,0,1.18,,,
241628,80,1991_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241629,80,1992_MSA.fa.ufboot.ale.uml_rec,0,0.18,0.02,0,0.95,,,
241630,80,1993_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241631,80,1994_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.03,0.04,1.76,,,
241632,80,1995_MSA.fa.ufboot.ale.uml_rec,0,0.14,0.03,0,0.99,,,
241633,80,1996_MSA.fa.ufboot.ale.uml_rec,0.01,0.21,0.02,0.01,1.02,,,
241634,80,1997_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241635,80,1998_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241636,80,1999_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241638,80,2000_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0,1,,,
241639,80,2001_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.01,0,1.01,,,
241640,80,2002_MSA.fa.ufboot.ale.uml_rec,0,0.1,0.04,0,1.01,,,
241641,80,2003_MSA.fa.ufboot.ale.uml_rec,0.17,0,0,0,1.19,,,
241642,80,2004_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241643,80,2005_MSA.fa.ufboot.ale.uml_rec,0,0.3,0.02,0.02,1.38,,,
241644,80,2006_MSA.fa.ufboot.ale.uml_rec,0,0.03,0,0,1,,,
241645,80,2007_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241647,80,2009_MSA.fa.ufboot.ale.uml_rec,0,0.2,0.08,0,1.14,,,
241649,80,2010_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241651,80,2012_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.01,0,0.9,,,
241652,80,2013_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241653,80,2014_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241654,80,2015_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0.01,0.98,,,
241655,80,2016_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241656,80,2017_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.01,0.01,1,,,
241657,80,2018_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0,0.99,,,
241658,80,2019_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0,1,,,
241660,80,2020_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.02,0,1,,,
241661,80,2021_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241662,80,2022_MSA.fa.ufboot.ale.uml_rec,0.03,0.03,0.01,0,1.03,,,
241663,80,2023_MSA.fa.ufboot.ale.uml_rec,0,0.02,0,0,0.9,,,
241664,80,2024_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241665,80,2025_MSA.fa.ufboot.ale.uml_rec,0,0,0.01,0,1,,,
241666,80,2026_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.14,0,1.88,,,
241667,80,2027_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.01,0,1.01,,,
241668,80,2028_MSA.fa.ufboot.ale.uml_rec,0.01,0.25,0.05,0.01,0.97,,,
241669,80,2029_MSA.fa.ufboot.ale.uml_rec,0,0.4,0.26,0.02,0.97,,,
241670,80,2030_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,0.99,,,
241671,80,2031_MSA.fa.ufboot.ale.uml_rec,0,0.05,0,0,1.04,,,
241672,80,2032_MSA.fa.ufboot.ale.uml_rec,0.01,0.04,0.01,0,1.01,,,
241673,80,2033_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241675,80,2035_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.01,0,1,,,
241676,80,2036_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.01,0.03,0.75,,,
241677,80,2037_MSA.fa.ufboot.ale.uml_rec,0,0.02,0,0,1.01,,,
241678,80,2038_MSA.fa.ufboot.ale.uml_rec,0,0.08,0,0,1.01,,,
241679,80,2039_MSA.fa.ufboot.ale.uml_rec,0,0.08,0,0,1.06,,,
241680,80,203_MSA.fa.ufboot.ale.uml_rec,0,0,0,0.01,1,,,
241681,80,2040_MSA.fa.ufboot.ale.uml_rec,0,0.87,0.61,0,1.02,,,
241682,80,2041_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241683,80,2042_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.01,0,1,,,
241684,80,2043_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.01,0,1.03,,,
241685,80,2044_MSA.fa.ufboot.ale.uml_rec,0.01,0,0.01,0,1,,,
241686,80,2045_MSA.fa.ufboot.ale.uml_rec,0,0.07,0,0,0.99,,,
241687,80,2046_MSA.fa.ufboot.ale.uml_rec,0,0.85,0.02,0,0.97,,,
241689,80,2048_MSA.fa.ufboot.ale.uml_rec,0,0.12,0.23,0.01,1.21,,,
241692,80,2050_MSA.fa.ufboot.ale.uml_rec,0.01,0.23,0.01,0.01,1.26,,,
241694,80,2052_MSA.fa.ufboot.ale.uml_rec,0,0.14,0.02,0,1.01,,,
241695,80,2053_MSA.fa.ufboot.ale.uml_rec,0,0.1,0.02,0,0.73,,,
241696,80,2054_MSA.fa.ufboot.ale.uml_rec,0,0.13,0.01,0,1.08,,,
241697,80,2055_MSA.fa.ufboot.ale.uml_rec,0,0.13,0.02,0.01,0.9,,,
241698,80,2056_MSA.fa.ufboot.ale.uml_rec,0,0.21,0.08,0,0.78,,,
241699,80,2057_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0,1.01,,,
241700,80,2058_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241701,80,2059_MSA.fa.ufboot.ale.uml_rec,0,0.58,0.1,0,0.97,,,
241703,80,2060_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241704,80,2061_MSA.fa.ufboot.ale.uml_rec,0.01,0.03,0,0,0.99,,,
241705,80,2062_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.11,0,1,,,
241706,80,2063_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241707,80,2064_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.02,0,0.99,,,
241708,80,2065_MSA.fa.ufboot.ale.uml_rec,0,0.09,0.03,0,1.03,,,
241709,80,2066_MSA.fa.ufboot.ale.uml_rec,0,0,0,0.07,1.01,,,
241710,80,2067_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241711,80,2068_MSA.fa.ufboot.ale.uml_rec,0,0.22,0,0.01,1.21,,,
241712,80,2069_MSA.fa.ufboot.ale.uml_rec,0,0.03,0,0,1,,,
241714,80,2070_MSA.fa.ufboot.ale.uml_rec,0,0.16,0.02,0.01,1.02,,,
241715,80,2071_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241716,80,2072_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241718,80,2074_MSA.fa.ufboot.ale.uml_rec,0,0.02,0,0,1.02,,,
241719,80,2075_MSA.fa.ufboot.ale.uml_rec,0,0.1,0.04,0,0.75,,,
241720,80,2076_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241721,80,2077_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.01,0,1,,,
241722,80,2078_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241723,80,2079_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.01,0,1.03,,,
241727,80,2082_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241728,80,2083_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.01,0,1,,,
241729,80,2084_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0,1,,,
241730,80,2085_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241731,80,2086_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241732,80,2087_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241733,80,2088_MSA.fa.ufboot.ale.uml_rec,0,0,0,0.01,0.99,,,
241734,80,2089_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241736,80,2090_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,0.99,,,
241737,80,2091_MSA.fa.ufboot.ale.uml_rec,0,0,0.01,0,1,,,
241738,80,2092_MSA.fa.ufboot.ale.uml_rec,0,0.1,0,0,1.02,,,
241739,80,2093_MSA.fa.ufboot.ale.uml_rec,0.01,0.04,0.04,0,1.01,,,
241740,80,2094_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241747,80,2100_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241748,80,2101_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241749,80,2102_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.03,0,1,,,
241750,80,2103_MSA.fa.ufboot.ale.uml_rec,0,0.04,0.02,0,1.98,,,
241752,80,2105_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.01,0,1.01,,,
241753,80,2106_MSA.fa.ufboot.ale.uml_rec,0.01,0.03,0.01,0,0.99,,,
241754,80,2107_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.01,0,1,,,
241755,80,2108_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241756,80,2109_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.01,0.05,0.96,,,
241758,80,2110_MSA.fa.ufboot.ale.uml_rec,0,0.17,0.02,0.02,0.73,,,
241759,80,2111_MSA.fa.ufboot.ale.uml_rec,0,0.07,0,0.01,1.02,,,
241760,80,2112_MSA.fa.ufboot.ale.uml_rec,0.03,0.23,0.05,0.01,1.08,,,
241761,80,2113_MSA.fa.ufboot.ale.uml_rec,0,0.02,0,0,1.02,,,
241762,80,2114_MSA.fa.ufboot.ale.uml_rec,0,0,0.01,0,1,,,
241763,80,2115_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241764,80,2116_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0.01,1.01,,,
241765,80,2117_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241766,80,2118_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,0.99,,,
241767,80,2119_MSA.fa.ufboot.ale.uml_rec,0,0.11,0.01,0,1,,,
241768,80,2120_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241769,80,2121_MSA.fa.ufboot.ale.uml_rec,0,0.07,0,0,1,,,
241770,80,2122_MSA.fa.ufboot.ale.uml_rec,0,0.13,0.02,0.03,0.92,,,
241771,80,2123_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.01,0,1.07,,,
241772,80,2124_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241773,80,2125_MSA.fa.ufboot.ale.uml_rec,0.01,0.32,0.39,0.02,0.53,,,
241774,80,2126_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.01,0,1,,,
241775,80,2127_MSA.fa.ufboot.ale.uml_rec,0.01,0.03,0,0.01,0.88,,,
241776,80,2128_MSA.fa.ufboot.ale.uml_rec,0,0.17,0.07,0,0.92,,,
241777,80,2129_MSA.fa.ufboot.ale.uml_rec,0.02,0.8,0.16,0.04,1.03,,,
241783,80,2135_MSA.fa.ufboot.ale.uml_rec,0,0.31,0.03,0,0.8,,,
241784,80,2136_MSA.fa.ufboot.ale.uml_rec,0,0.09,0.03,0.01,1.03,,,
241785,80,2137_MSA.fa.ufboot.ale.uml_rec,0,0.4,0,0,0.92,,,
241788,80,2140_MSA.fa.ufboot.ale.uml_rec,0,0.21,0.05,0,1,,,
241789,80,2141_MSA.fa.ufboot.ale.uml_rec,0,0.06,0,0.08,0.99,,,
241790,80,2142_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241791,80,2143_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0,1,,,
241792,80,2144_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,0.98,,,
241793,80,2145_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241794,80,2146_MSA.fa.ufboot.ale.uml_rec,0,0.04,0.01,0,1,,,
241795,80,2147_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.01,0,1.01,,,
241796,80,2148_MSA.fa.ufboot.ale.uml_rec,0,0.12,0.03,0,1,,,
241797,80,2149_MSA.fa.ufboot.ale.uml_rec,0,0.04,0,0,1.01,,,
241798,80,2150_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241799,80,2151_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241800,80,2152_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241801,80,2153_MSA.fa.ufboot.ale.uml_rec,0,0.02,0,0.01,0.8,,,
241802,80,2154_MSA.fa.ufboot.ale.uml_rec,0,0.02,0,0,1.01,,,
241803,80,2155_MSA.fa.ufboot.ale.uml_rec,0,0.46,0.07,0.02,0.57,,,
241804,80,2156_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.01,0.01,1,,,
241805,80,2157_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241806,80,2158_MSA.fa.ufboot.ale.uml_rec,0.67,0.76,0,0.08,2.62,,,
241807,80,2159_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.04,0,1.03,,,
241809,80,2160_MSA.fa.ufboot.ale.uml_rec,0,0.06,0,0.02,0.8,,,
241810,80,2161_MSA.fa.ufboot.ale.uml_rec,0,0.13,0.39,0.01,0.84,,,
241813,80,2164_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.01,0,1,,,
241814,80,2165_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.01,0,1,,,
241815,80,2166_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241816,80,2167_MSA.fa.ufboot.ale.uml_rec,0,0.04,0,0,1.01,,,
241817,80,2168_MSA.fa.ufboot.ale.uml_rec,0,0.36,0.06,0.01,0.86,,,
241818,80,2169_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.01,0,1,,,
241819,80,2170_MSA.fa.ufboot.ale.uml_rec,0,0.43,0.04,0,1.01,,,
241820,80,2171_MSA.fa.ufboot.ale.uml_rec,0,0.06,0,0,1.03,,,
241821,80,2172_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.01,0,1,,,
241822,80,2173_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241823,80,2174_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0,1.01,,,
241824,80,2175_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.01,0,1.01,,,
241825,80,2176_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0,1,,,
241826,80,2177_MSA.fa.ufboot.ale.uml_rec,0,0.1,0.01,0,1,,,
241827,80,2178_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241828,80,2179_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241830,80,2180_MSA.fa.ufboot.ale.uml_rec,0,0.26,0.05,0,1,,,
241831,80,2181_MSA.fa.ufboot.ale.uml_rec,0,0.09,0.03,0,1.01,,,
241832,80,2182_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.01,0,1,,,
241833,80,2183_MSA.fa.ufboot.ale.uml_rec,0,0.19,0,0,0.95,,,
241834,80,2184_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241835,80,2185_MSA.fa.ufboot.ale.uml_rec,0,0.35,0.34,0,0.98,,,
241836,80,2186_MSA.fa.ufboot.ale.uml_rec,0,0.04,0,0,1.05,,,
241837,80,2187_MSA.fa.ufboot.ale.uml_rec,0,0.02,0.02,0,0.97,,,
241838,80,2188_MSA.fa.ufboot.ale.uml_rec,0,0.09,0.01,0,1.02,,,
241839,80,2189_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241841,80,2190_MSA.fa.ufboot.ale.uml_rec,0,0.12,0.01,0.01,0.97,,,
241842,80,2191_MSA.fa.ufboot.ale.uml_rec,0,0.16,0.05,0.02,0.8,,,
241843,80,2192_MSA.fa.ufboot.ale.uml_rec,0,0.03,0,0,1.03,,,
241844,80,2193_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241845,80,2194_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,0.98,,,
241846,80,2195_MSA.fa.ufboot.ale.uml_rec,0,0.02,0,0,1,,,
241847,80,2196_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241848,80,2197_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0.02,0.95,,,
241849,80,2198_MSA.fa.ufboot.ale.uml_rec,0,0.05,0,0,1.04,,,
241850,80,2199_MSA.fa.ufboot.ale.uml_rec,0,0.8,0,0.02,1.08,,,
241852,80,2200_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241854,80,2203_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.01,0,1.02,,,
241855,80,2204_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241856,80,2205_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.01,0,0.97,,,
241857,80,2206_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,0.99,,,
241858,80,2207_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241859,80,2208_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,0.99,,,
241860,80,2209_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241862,80,2210_MSA.fa.ufboot.ale.uml_rec,0,0.04,0.01,0,0.99,,,
241863,80,2211_MSA.fa.ufboot.ale.uml_rec,0,0.71,0.12,0.03,1,,,
241864,80,2212_MSA.fa.ufboot.ale.uml_rec,0,0.8,0.18,0,1,,,
241865,80,2213_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241866,80,2214_MSA.fa.ufboot.ale.uml_rec,0,0.52,0.02,0,1,,,
241867,80,2215_MSA.fa.ufboot.ale.uml_rec,0,0.12,0.03,0.03,0.92,,,
241868,80,2216_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.02,0,1.01,,,
241869,80,2217_MSA.fa.ufboot.ale.uml_rec,0,0.07,0.03,0,1,,,
241870,80,2218_MSA.fa.ufboot.ale.uml_rec,0,0.05,0,0.01,0.91,,,
241871,80,2219_MSA.fa.ufboot.ale.uml_rec,0,0.23,0.04,0,0.96,,,
241872,80,2220_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241873,80,2221_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241874,80,2222_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241875,80,2223_MSA.fa.ufboot.ale.uml_rec,0,0.88,0.07,0,1.01,,,
241876,80,2224_MSA.fa.ufboot.ale.uml_rec,0,0.63,0.17,0,1.03,,,
241877,80,2225_MSA.fa.ufboot.ale.uml_rec,0,0.04,0,0,1,,,
241878,80,2226_MSA.fa.ufboot.ale.uml_rec,0,0.04,0,0,0.98,,,
241879,80,2227_MSA.fa.ufboot.ale.uml_rec,0,0.09,0.01,0,1.02,,,
241880,80,2228_MSA.fa.ufboot.ale.uml_rec,0,0.05,0,0,0.99,,,
241881,80,2229_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,0.98,,,
241882,80,2230_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0,1,,,
241883,80,2231_MSA.fa.ufboot.ale.uml_rec,0,0.03,0.01,0.03,0.91,,,
241884,80,2232_MSA.fa.ufboot.ale.uml_rec,0,0.44,0.08,0.01,1,,,
241885,80,2233_MSA.fa.ufboot.ale.uml_rec,0,0.34,0.01,0,0.91,,,
241886,80,2234_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.01,0.04,0.93,,,
241887,80,2235_MSA.fa.ufboot.ale.uml_rec,0,0.04,0,0,1.03,,,
241888,80,2236_MSA.fa.ufboot.ale.uml_rec,0,0.12,0.02,0,1.02,,,
241889,80,2237_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241890,80,2238_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241891,80,2239_MSA.fa.ufboot.ale.uml_rec,0,0.04,0.04,0.02,0.88,,,
241892,80,223_MSA.fa.ufboot.ale.uml_rec,0,0.14,0.4,0.02,1.49,,,
241893,80,2240_MSA.fa.ufboot.ale.uml_rec,0,0.08,0.01,0.04,0.99,,,
241894,80,2241_MSA.fa.ufboot.ale.uml_rec,0,0.59,0.01,0,1,,,
241895,80,2242_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,,,
241896,80,2243_MSA.fa.ufboot.ale.uml_rec,0,0.06,0.09,0,0.77,,,
241897,80,2244_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0,0.94,,,
